HTL1_u_h,HTL1_Ntr,HTL2_u_h,EML_u_h,EML_u_e,EML_recom,ETL2_u_e,ETL1_u_e,ETL1_Ntr
2.239E-06,1.862E+17,1.380E-05,5.495E-09,2.042E-10,2.944E-15,3.388E-08,5.370E-07,5.129E+16
2.089E-04,3.236E+14,1.175E-04,1.549E-09,3.020E-09,2.360E-15,4.786E-05,3.020E-05,8.913E+14
1.288E-05,2.818E+16,8.710E-06,8.511E-06,4.898E-06,6.926E-12,2.512E-06,7.762E-08,3.548E+16
1.738E-04,4.571E+15,1.000E-08,1.995E-10,5.370E-09,2.877E-15,2.455E-07,1.820E-05,8.511E+17
2.818E-07,6.166E+17,8.318E-08,1.549E-08,3.020E-09,9.560E-15,3.467E-04,3.388E-04,9.550E+16
1.318E-05,8.318E+17,7.943E-04,3.631E-06,3.548E-08,1.894E-12,3.020E-05,1.380E-08,5.888E+16
4.898E-05,4.074E+16,7.586E-08,1.950E-06,2.754E-08,1.021E-12,1.096E-04,6.166E-08,1.549E+15
1.000E-08,4.266E+17,2.570E-08,6.761E-09,6.166E-06,3.188E-12,5.129E-06,3.981E-08,4.467E+14
2.089E-07,1.148E+17,1.738E-04,3.311E-06,5.370E-09,1.713E-12,1.023E-08,1.202E-04,1.820E+17
8.913E-08,2.951E+17,6.166E-07,1.995E-08,5.888E-07,3.145E-13,1.862E-04,1.514E-06,1.000E+17
1.622E-08,5.623E+16,2.399E-07,7.586E-08,1.698E-06,9.164E-13,7.079E-08,5.012E-06,2.239E+15
1.259E-04,4.169E+15,9.772E-06,7.413E-08,6.607E-10,3.863E-14,1.148E-08,3.981E-07,2.188E+15
3.236E-04,2.042E+16,1.660E-05,1.905E-06,2.089E-06,2.063E-12,1.820E-04,1.778E-06,1.000E+17
5.129E-06,5.495E+14,4.571E-04,4.266E-09,3.388E-07,1.772E-13,6.026E-08,3.802E-08,4.074E+16
3.388E-08,1.445E+15,1.660E-04,4.266E-10,4.365E-08,2.277E-14,1.778E-04,2.630E-08,1.259E+17
2.089E-07,3.890E+16,1.175E-05,5.754E-10,1.413E-10,3.702E-16,6.166E-06,1.413E-07,2.630E+15
5.888E-06,2.630E+15,5.012E-06,3.981E-06,2.291E-07,2.175E-12,1.047E-05,4.898E-05,3.890E+16
4.467E-04,1.259E+16,7.244E-04,1.585E-07,2.042E-06,1.137E-12,3.631E-06,1.175E-04,1.479E+15
5.012E-07,8.511E+17,3.890E-05,1.096E-08,3.162E-08,2.200E-14,2.239E-07,1.514E-08,2.291E+17
1.122E-07,2.884E+17,4.571E-08,1.479E-07,6.026E-07,3.877E-13,4.074E-08,3.020E-05,2.512E+15
4.074E-06,2.570E+17,2.239E-07,9.550E-08,9.772E-10,4.983E-14,1.820E-04,1.288E-07,8.710E+14
1.660E-06,3.548E+17,5.754E-07,2.512E-06,1.905E-09,1.298E-12,1.479E-05,3.090E-04,3.311E+17
2.344E-07,1.950E+16,2.399E-04,1.820E-09,1.349E-07,7.062E-14,7.586E-04,6.761E-08,2.089E+17
1.445E-05,1.778E+17,3.981E-06,1.413E-09,6.166E-09,3.915E-15,1.380E-07,7.762E-04,1.479E+15
5.012E-04,4.074E+15,1.622E-06,1.318E-07,4.677E-07,3.097E-13,1.820E-07,2.818E-08,2.042E+15
2.754E-05,1.585E+15,4.266E-04,7.413E-08,1.660E-06,8.955E-13,4.365E-08,1.175E-06,6.026E+14
1.660E-05,2.570E+16,2.630E-05,1.380E-10,2.951E-09,1.596E-15,2.884E-05,6.457E-07,6.166E+14
1.096E-07,5.623E+17,3.548E-08,1.514E-09,4.677E-07,2.424E-13,3.631E-05,1.585E-06,5.370E+14
7.586E-07,1.122E+16,1.514E-07,1.349E-08,5.370E-10,7.245E-15,1.413E-07,2.951E-06,1.072E+14
3.090E-05,1.318E+14,8.128E-04,1.096E-10,1.862E-10,1.528E-16,1.148E-07,5.888E-07,1.585E+16
7.244E-07,1.259E+14,5.129E-08,1.230E-06,2.630E-09,6.368E-13,1.778E-08,4.169E-04,1.175E+14
5.495E-08,2.291E+17,1.318E-08,9.772E-10,2.291E-07,1.188E-13,1.905E-04,5.623E-05,4.365E+17
2.344E-08,2.138E+17,2.630E-07,3.890E-06,4.677E-10,2.010E-12,2.570E-04,5.129E-05,1.202E+14
3.090E-06,3.020E+15,1.585E-04,3.631E-10,2.630E-08,1.377E-14,6.026E-06,1.862E-06,7.943E+17
4.266E-07,7.413E+16,2.754E-07,1.738E-08,1.905E-09,9.961E-15,5.495E-07,4.074E-07,8.128E+16
4.266E-07,7.413E+16,2.754E-07,1.738E-08,1.905E-09,9.961E-15,5.495E-07,4.074E-07,8.128E+16
3.388E-07,5.012E+16,4.074E-05,1.862E-08,2.884E-07,1.586E-13,8.511E-05,2.399E-07,5.248E+17
3.981E-07,7.244E+17,1.047E-06,1.413E-09,1.514E-08,8.548E-15,1.023E-05,3.548E-07,8.913E+16
3.388E-08,1.698E+15,1.047E-05,2.344E-06,1.288E-10,1.211E-12,4.266E-08,2.042E-08,2.754E+17
4.467E-05,7.244E+14,1.862E-06,2.089E-09,2.818E-06,1.457E-12,9.550E-06,7.943E-06,2.344E+14
6.761E-07,6.918E+17,8.128E-04,2.951E-09,7.762E-06,4.011E-12,6.457E-08,9.333E-08,1.349E+15
7.413E-06,3.311E+14,9.120E-04,1.549E-06,6.761E-07,1.149E-12,2.630E-08,1.349E-07,1.175E+14
4.898E-06,7.586E+14,4.365E-06,1.349E-07,6.310E-07,3.956E-13,2.455E-06,6.310E-06,2.239E+15
2.884E-04,1.995E+17,5.495E-07,1.622E-07,1.288E-06,7.492E-13,1.148E-07,3.981E-06,3.311E+15
2.399E-07,7.943E+16,5.370E-07,7.586E-09,4.266E-10,4.139E-15,3.162E-08,5.888E-04,7.244E+16
2.951E-06,5.495E+16,1.820E-08,1.349E-06,4.074E-09,6.989E-13,6.166E-06,4.898E-05,4.365E+17
2.754E-05,6.166E+16,5.129E-04,3.236E-06,6.918E-07,2.029E-12,1.000E-05,9.120E-07,2.951E+16
3.311E-06,1.950E+16,1.660E-06,1.778E-09,1.047E-08,6.327E-15,7.762E-04,5.370E-05,1.660E+16
1.072E-05,2.884E+14,3.981E-05,7.586E-07,3.467E-07,5.709E-13,7.943E-08,1.413E-08,8.318E+15
6.607E-08,1.585E+16,2.042E-08,3.715E-09,7.244E-08,3.934E-14,9.120E-08,1.023E-05,6.310E+15
1.445E-07,2.188E+17,2.630E-04,1.072E-08,1.148E-06,5.986E-13,4.266E-08,1.122E-06,2.042E+14
8.128E-08,4.898E+16,8.913E-07,8.511E-08,7.586E-09,4.788E-14,4.266E-04,5.623E-04,6.310E+17
3.802E-08,7.413E+14,7.943E-05,5.623E-07,9.550E-08,3.398E-13,2.291E-05,4.467E-05,9.120E+15
4.169E-07,8.318E+17,1.230E-06,4.898E-10,6.310E-09,3.512E-15,1.778E-06,8.318E-07,1.413E+17
8.710E-05,2.818E+15,5.370E-04,5.370E-10,1.122E-07,5.823E-14,1.738E-05,7.079E-05,1.148E+16
2.512E-05,1.479E+16,1.820E-05,7.079E-06,1.514E-08,3.665E-12,3.020E-07,1.698E-06,2.570E+16
6.310E-08,8.913E+16,1.380E-05,5.754E-09,2.399E-08,1.536E-14,1.096E-06,7.943E-05,9.120E+15
6.457E-07,2.188E+14,1.318E-07,3.090E-08,4.786E-09,1.844E-14,2.138E-08,2.630E-08,3.548E+16
1.585E-08,3.467E+16,5.248E-08,6.918E-10,1.318E-08,7.167E-15,1.549E-06,6.457E-05,1.148E+16
3.548E-08,1.905E+14,1.047E-08,3.090E-10,2.399E-07,1.241E-13,7.586E-04,1.413E-04,7.586E+14
1.445E-08,6.607E+16,1.259E-06,5.012E-10,1.413E-06,7.299E-13,6.026E-04,8.318E-07,5.623E+17
4.786E-08,4.266E+16,5.370E-05,1.905E-07,1.738E-07,1.882E-13,9.333E-08,1.259E-08,2.344E+17
4.786E-06,4.365E+15,2.089E-04,4.898E-08,8.710E-10,2.575E-14,3.090E-08,4.266E-04,1.096E+17
8.128E-08,2.089E+14,1.047E-05,9.772E-07,2.512E-06,1.802E-12,9.550E-06,9.120E-05,4.786E+16
1.259E-06,1.905E+16,6.761E-07,6.761E-08,8.128E-08,7.691E-14,1.023E-04,2.089E-08,6.026E+14
4.786E-06,1.738E+17,1.514E-07,5.129E-08,5.370E-08,5.423E-14,2.754E-06,1.698E-07,2.399E+17
5.754E-06,4.898E+16,2.042E-08,5.623E-10,6.607E-06,3.413E-12,4.467E-06,1.995E-05,5.012E+16
1.585E-07,8.128E+14,7.586E-05,2.512E-08,1.230E-09,1.361E-14,8.710E-06,1.380E-07,1.000E+15
2.570E-06,1.995E+14,1.047E-04,5.623E-07,4.786E-09,2.929E-13,2.089E-06,7.244E-06,4.169E+14
4.074E-05,1.230E+17,6.026E-05,2.138E-06,2.089E-06,2.184E-12,1.413E-08,7.079E-05,3.981E+14
5.623E-05,8.913E+15,1.660E-08,1.514E-06,2.239E-10,7.819E-13,1.047E-07,3.020E-07,1.023E+17
3.311E-07,5.495E+16,1.479E-08,1.660E-06,3.715E-07,1.049E-12,2.884E-06,1.122E-04,1.047E+16
6.026E-06,7.586E+15,7.079E-05,3.981E-08,4.677E-09,2.298E-14,4.365E-04,3.715E-06,1.096E+16
1.820E-07,6.310E+14,2.344E-07,6.607E-07,1.698E-07,4.290E-13,5.012E-04,2.089E-05,6.761E+16
9.550E-05,6.457E+17,4.074E-05,1.000E-10,2.818E-09,1.507E-15,2.138E-06,6.166E-04,1.148E+15
6.310E-06,9.120E+14,7.586E-08,1.000E-08,8.710E-09,9.664E-15,5.888E-07,5.370E-08,3.890E+14
6.607E-04,5.495E+16,3.467E-05,2.399E-10,7.244E-06,3.742E-12,2.512E-06,1.380E-06,2.570E+14
1.230E-08,3.802E+15,5.012E-08,2.291E-09,5.623E-09,4.088E-15,2.042E-06,9.333E-07,2.344E+16
2.570E-04,3.631E+17,4.467E-04,6.761E-09,1.413E-10,3.565E-15,3.981E-08,7.413E-08,2.042E+16
1.259E-06,1.122E+14,3.311E-04,9.120E-06,1.549E-06,5.511E-12,8.710E-04,1.148E-04,6.918E+16
2.138E-04,7.943E+15,4.571E-06,1.950E-08,4.074E-07,2.205E-13,1.072E-08,8.710E-06,2.138E+15
1.905E-07,3.311E+17,1.778E-07,1.148E-06,1.230E-09,5.937E-13,1.585E-08,2.455E-06,9.120E+14
1.778E-05,6.026E+15,2.754E-07,2.754E-06,1.023E-09,1.423E-12,1.820E-08,3.631E-07,3.467E+17
5.888E-08,3.162E+14,1.698E-07,3.802E-07,3.090E-07,3.560E-13,2.570E-07,3.631E-05,1.445E+17
7.586E-05,7.244E+14,3.162E-06,4.677E-08,7.943E-07,4.345E-13,3.981E-07,1.995E-07,1.047E+15
3.162E-06,7.413E+16,5.495E-05,3.890E-10,9.772E-09,5.249E-15,1.950E-04,4.266E-07,3.162E+16
7.943E-04,2.630E+14,1.413E-06,3.802E-07,3.467E-07,3.755E-13,2.818E-08,1.950E-07,7.943E+14
9.333E-05,1.000E+17,1.622E-07,2.951E-10,1.413E-10,2.254E-16,2.455E-06,8.128E-08,8.913E+17
1.738E-06,1.380E+16,2.512E-07,3.162E-09,1.202E-09,2.254E-15,1.479E-08,5.754E-05,9.333E+16
6.026E-08,3.311E+17,7.079E-07,8.913E-10,2.951E-09,1.985E-15,6.166E-04,9.550E-08,5.129E+17
1.259E-08,1.047E+16,5.495E-06,6.026E-07,1.202E-08,3.175E-13,1.862E-05,1.096E-08,1.445E+15
9.772E-06,4.169E+17,5.888E-06,1.259E-06,1.445E-09,6.510E-13,8.128E-07,7.586E-06,4.169E+15
8.318E-06,2.570E+16,1.445E-08,1.259E-07,3.802E-10,6.523E-14,1.549E-08,1.820E-06,6.607E+16
3.311E-08,6.761E+16,1.259E-05,1.175E-07,9.120E-06,4.772E-12,7.762E-06,3.467E-04,1.148E+17
1.585E-05,1.096E+16,1.905E-04,1.698E-06,7.079E-09,8.809E-13,1.230E-04,7.413E-05,2.818E+15
5.370E-04,5.888E+16,2.630E-04,9.120E-08,2.884E-10,4.726E-14,1.660E-06,1.622E-04,1.318E+15
2.818E-06,1.698E+15,3.890E-08,1.023E-06,2.692E-09,5.300E-13,2.042E-07,2.239E-07,4.677E+17
1.698E-08,1.445E+14,5.248E-04,1.738E-10,1.698E-06,8.773E-13,3.467E-07,6.310E-08,7.413E+17
2.884E-07,5.370E+16,1.122E-05,6.166E-07,4.266E-10,3.187E-13,1.230E-04,3.162E-06,5.623E+14
1.514E-04,5.012E+16,3.548E-07,2.455E-08,2.239E-09,1.384E-14,5.370E-04,7.413E-07,4.074E+16
4.074E-06,2.089E+17,2.042E-05,4.467E-07,4.365E-10,2.310E-13,5.888E-04,1.445E-04,2.344E+16
1.514E-06,3.548E+15,1.000E-03,1.072E-07,1.549E-10,5.543E-14,2.291E-08,2.089E-08,3.467E+17
5.495E-07,3.388E+16,9.772E-06,6.457E-08,2.188E-09,3.448E-14,4.786E-06,3.802E-07,1.072E+15
5.129E-08,2.951E+15,8.710E-07,1.738E-08,7.244E-09,1.272E-14,8.318E-06,2.818E-05,1.175E+15
2.291E-06,1.698E+17,3.548E-04,7.413E-07,1.148E-07,4.422E-13,9.772E-05,9.772E-08,3.890E+15
5.370E-07,1.514E+14,8.128E-07,7.244E-08,6.761E-08,7.234E-14,1.202E-07,4.074E-05,6.761E+15
1.288E-05,5.888E+15,6.026E-06,1.047E-09,5.623E-07,2.910E-13,7.079E-06,2.188E-04,2.291E+17
6.457E-07,1.230E+16,2.630E-08,4.677E-09,9.772E-08,5.289E-14,6.761E-08,8.318E-06,3.890E+14
1.549E-04,8.128E+15,6.918E-04,1.288E-07,3.467E-06,1.858E-12,3.467E-04,5.129E-08,9.333E+17
2.512E-05,5.012E+16,2.188E-04,8.913E-07,3.631E-07,6.479E-13,9.333E-04,5.129E-08,5.370E+15
1.698E-06,5.129E+17,8.128E-07,4.467E-09,7.762E-10,2.708E-15,1.230E-06,3.981E-04,1.122E+16
1.549E-08,2.042E+14,4.677E-08,1.047E-06,4.898E-10,5.411E-13,1.318E-07,1.318E-06,2.291E+14
1.995E-08,1.778E+17,4.365E-04,1.905E-08,3.890E-10,1.004E-14,3.388E-08,5.012E-04,3.388E+15
1.549E-07,1.950E+17,5.248E-05,2.138E-10,3.631E-09,1.986E-15,2.754E-08,1.698E-05,1.122E+17
7.413E-08,9.333E+14,1.349E-07,2.089E-06,4.074E-06,3.184E-12,5.129E-06,1.072E-08,3.631E+15
1.148E-04,1.072E+16,2.570E-04,1.549E-07,3.890E-08,1.001E-13,2.291E-04,4.266E-05,8.511E+15
6.166E-06,1.318E+17,1.000E-06,2.188E-10,8.710E-09,4.612E-15,3.162E-04,3.890E-08,5.623E+14
8.128E-06,1.047E+14,1.905E-05,1.023E-08,3.388E-10,5.461E-15,5.012E-05,1.862E-05,8.710E+17
1.514E-06,2.455E+15,2.089E-06,6.761E-09,4.169E-08,2.503E-14,2.089E-04,1.023E-04,8.913E+16
1.413E-04,1.862E+15,9.772E-04,8.318E-10,4.467E-10,6.604E-16,5.370E-07,2.630E-06,8.318E+17
4.898E-04,5.888E+16,8.511E-07,8.511E-09,2.089E-07,1.123E-13,1.738E-08,3.388E-04,1.349E+14
2.291E-08,4.786E+17,3.467E-05,5.012E-07,3.090E-09,2.605E-13,1.862E-07,3.802E-07,3.548E+15
4.571E-05,6.166E+17,4.365E-05,1.349E-06,3.467E-08,7.147E-13,6.026E-06,2.951E-07,1.023E+15
1.259E-05,2.630E+15,6.761E-08,8.913E-09,9.772E-07,5.094E-13,1.202E-05,2.570E-05,2.042E+17
1.259E-05,2.630E+15,6.761E-08,8.913E-09,9.772E-07,5.094E-13,1.202E-05,2.570E-05,2.042E+17
1.202E-06,1.175E+15,5.012E-07,5.754E-10,7.586E-09,4.216E-15,6.607E-05,3.162E-07,1.905E+15
1.995E-07,1.585E+14,3.236E-05,1.995E-10,5.754E-06,2.973E-12,5.370E-06,5.623E-05,3.715E+14
2.630E-04,6.457E+17,1.349E-05,1.000E-06,1.413E-10,5.166E-13,4.266E-07,2.818E-07,4.467E+17
5.248E-04,1.514E+16,1.230E-04,3.631E-06,4.365E-09,1.878E-12,7.762E-05,1.905E-08,1.820E+15
1.122E-05,3.802E+14,1.622E-06,4.169E-07,1.288E-07,2.819E-13,7.943E-08,2.754E-05,2.089E+14
5.495E-04,1.413E+17,8.710E-04,2.951E-10,2.884E-09,1.642E-15,2.884E-08,1.514E-04,7.762E+15
4.571E-04,2.138E+14,9.772E-04,6.310E-07,9.772E-07,8.307E-13,3.311E-05,1.259E-08,7.586E+14
5.248E-06,8.710E+17,2.570E-07,1.122E-09,4.898E-08,2.588E-14,1.122E-05,4.898E-06,4.169E+16
1.622E-05,1.349E+15,1.950E-06,2.399E-09,4.677E-07,2.428E-13,1.585E-08,1.514E-07,1.047E+15
3.020E-07,3.715E+17,1.230E-08,1.660E-10,1.413E-06,7.297E-13,1.479E-06,6.026E-05,4.571E+15
2.630E-06,2.188E+17,1.905E-06,1.862E-08,5.370E-07,2.870E-13,2.692E-08,8.511E-05,1.148E+17
3.388E-08,7.079E+17,2.884E-05,1.905E-07,1.622E-06,9.362E-13,3.236E-06,1.413E-07,1.479E+17
1.820E-06,3.020E+16,3.981E-07,9.333E-06,5.370E-06,7.595E-12,7.244E-05,3.631E-06,3.388E+15
4.571E-05,6.026E+15,7.244E-06,4.169E-09,1.148E-08,8.084E-15,1.862E-07,7.586E-07,2.692E+15
7.079E-07,1.259E+17,4.786E-05,6.166E-07,2.692E-07,4.575E-13,2.089E-07,5.754E-07,9.333E+17
8.318E-07,1.549E+17,3.388E-05,3.236E-10,4.677E-09,2.583E-15,8.128E-08,1.096E-04,1.820E+17
2.692E-08,3.236E+14,1.549E-04,1.259E-08,6.918E-08,4.224E-14,4.266E-04,3.388E-05,5.888E+17
4.571E-06,1.413E+15,1.380E-06,1.514E-06,5.248E-10,7.821E-13,3.981E-05,1.000E-03,4.786E+16
4.571E-06,1.413E+15,1.380E-06,1.514E-06,5.248E-10,7.821E-13,3.981E-05,1.000E-03,4.786E+16
1.072E-06,8.710E+15,1.862E-07,1.122E-10,2.188E-09,1.188E-15,1.288E-04,2.344E-08,6.026E+15
1.862E-05,6.166E+17,1.622E-07,5.129E-10,9.772E-08,5.074E-14,4.571E-07,1.047E-06,1.230E+14
2.399E-06,1.349E+17,2.630E-06,8.511E-08,5.754E-10,4.426E-14,1.175E-07,3.548E-07,3.162E+14
1.778E-05,1.905E+16,1.585E-07,1.096E-07,3.020E-07,2.126E-13,3.802E-08,1.995E-05,3.162E+16
2.042E-05,1.288E+14,2.692E-06,2.512E-09,3.890E-08,2.139E-14,5.012E-04,1.479E-06,2.512E+15
1.585E-08,8.128E+15,3.236E-04,2.399E-07,4.169E-06,2.277E-12,1.778E-07,2.089E-05,1.148E+17
8.710E-04,3.236E+14,1.122E-08,1.698E-07,3.162E-10,8.789E-14,5.623E-06,1.778E-04,6.310E+17
1.000E-05,5.495E+16,1.514E-05,2.570E-09,3.020E-06,1.561E-12,3.467E-08,4.266E-06,4.169E+14
3.388E-07,4.074E+17,1.072E-07,1.259E-09,4.266E-08,2.269E-14,3.802E-04,9.772E-04,1.096E+14
1.445E-07,1.072E+15,1.349E-06,3.020E-09,3.631E-09,3.435E-15,9.120E-05,2.884E-08,1.096E+15
5.623E-07,4.169E+16,9.333E-05,8.913E-06,1.259E-09,4.604E-12,1.349E-06,5.012E-07,2.512E+17
7.244E-04,3.890E+17,3.162E-06,2.570E-08,1.259E-08,1.978E-14,1.950E-08,7.762E-05,6.607E+17
2.754E-05,5.623E+14,6.761E-04,3.090E-09,1.862E-07,9.778E-14,1.698E-05,4.266E-05,6.918E+15
2.692E-05,5.888E+17,4.266E-04,1.514E-07,2.692E-09,7.957E-14,4.467E-08,2.399E-05,2.884E+17
9.333E-06,6.761E+16,3.388E-05,1.698E-08,1.175E-08,1.484E-14,9.772E-08,6.166E-08,1.585E+14
8.710E-04,2.630E+15,1.738E-07,1.072E-10,1.202E-10,1.175E-16,7.762E-07,2.089E-06,5.623E+16
1.230E-08,9.550E+14,3.236E-04,3.890E-08,6.310E-10,2.042E-14,2.512E-06,3.467E-06,3.162E+15
1.585E-08,3.311E+14,2.570E-06,9.550E-07,4.467E-07,7.240E-13,4.786E-07,2.455E-08,5.129E+17
3.802E-07,5.495E+16,1.318E-04,3.890E-06,3.631E-09,2.011E-12,1.660E-05,1.479E-08,9.120E+15
3.311E-06,5.129E+16,6.310E-04,3.548E-10,1.349E-10,2.530E-16,1.148E-08,2.239E-07,2.344E+17
2.951E-07,1.096E+17,5.370E-07,7.586E-07,1.349E-06,1.089E-12,3.548E-05,4.898E-07,4.898E+16
2.344E-06,4.266E+15,6.310E-05,3.467E-10,1.148E-07,5.949E-14,1.023E-06,6.457E-08,4.169E+14
5.495E-08,8.511E+17,1.096E-04,9.550E-10,2.089E-06,1.080E-12,1.072E-07,1.585E-08,7.586E+17
7.413E-07,2.089E+17,3.090E-05,2.239E-10,4.467E-07,2.308E-13,2.455E-05,2.042E-04,1.585E+16
4.677E-05,5.754E+16,2.512E-06,1.445E-10,2.239E-08,1.164E-14,2.138E-08,7.586E-05,5.754E+14
1.549E-08,3.236E+16,1.148E-06,3.467E-10,2.630E-10,3.150E-16,4.786E-07,2.042E-07,7.244E+14
4.677E-04,6.607E+16,1.047E-06,7.413E-10,6.310E-10,7.088E-16,1.349E-05,1.175E-07,6.918E+14
5.248E-08,2.399E+14,6.761E-06,5.129E-06,4.677E-07,2.891E-12,4.571E-04,2.239E-06,1.023E+15
3.802E-04,4.898E+15,5.754E-06,9.333E-07,1.072E-07,5.374E-13,4.169E-06,6.761E-06,2.239E+15
1.479E-05,3.236E+16,3.548E-04,5.754E-10,1.738E-10,3.870E-16,1.549E-05,5.754E-05,2.291E+16
5.370E-06,1.698E+15,6.310E-05,6.761E-10,2.344E-08,1.246E-14,9.333E-06,2.754E-04,7.943E+15
2.951E-08,5.129E+16,7.943E-05,1.585E-09,3.890E-07,2.018E-13,6.166E-08,3.388E-07,4.365E+17
1.698E-06,2.570E+14,4.266E-08,2.884E-10,6.607E-09,3.562E-15,9.333E-06,1.202E-06,2.630E+16
9.772E-08,1.202E+16,2.951E-07,3.467E-10,2.754E-10,3.214E-16,6.457E-07,6.310E-05,1.698E+15
6.607E-04,7.943E+16,2.512E-08,4.266E-06,6.026E-06,5.316E-12,3.802E-06,2.239E-05,5.754E+14
1.738E-07,2.754E+17,1.738E-05,3.715E-08,5.754E-07,3.164E-13,3.548E-08,9.772E-08,4.074E+16
3.715E-07,4.169E+17,4.266E-04,1.230E-06,3.631E-08,6.542E-13,5.623E-06,1.585E-06,3.467E+14
6.457E-05,2.818E+16,3.631E-07,2.291E-07,1.738E-06,1.016E-12,1.047E-08,1.288E-07,8.913E+15
7.244E-04,1.622E+15,3.981E-08,7.244E-07,1.514E-08,3.820E-13,5.888E-04,1.380E-05,4.365E+16
6.457E-04,1.660E+15,2.399E-08,3.802E-09,2.089E-06,1.081E-12,6.310E-06,3.311E-06,3.802E+14
3.311E-06,3.631E+14,7.943E-07,4.365E-08,6.026E-07,3.338E-13,1.660E-05,6.026E-06,7.244E+16
5.248E-05,9.550E+15,3.467E-06,8.318E-06,2.239E-09,4.298E-12,2.188E-05,1.514E-05,1.698E+17
3.981E-07,1.622E+15,8.710E-06,7.762E-08,6.457E-10,4.043E-14,2.188E-04,9.550E-07,9.333E+15
7.244E-07,2.512E+16,7.762E-06,4.467E-10,7.244E-07,3.744E-13,1.072E-06,5.012E-07,1.259E+17
3.548E-05,4.365E+16,9.772E-06,3.981E-10,2.884E-09,1.695E-15,5.129E-08,1.995E-08,1.072E+15
3.981E-06,3.715E+16,1.413E-04,7.244E-06,2.754E-10,3.742E-12,2.884E-04,1.072E-04,2.570E+16
2.138E-04,3.311E+15,1.778E-08,2.630E-08,1.175E-09,1.419E-14,7.943E-06,2.818E-08,2.951E+14
4.365E-04,9.333E+14,4.898E-04,8.128E-07,3.548E-10,4.200E-13,2.455E-04,1.995E-06,4.266E+17
1.950E-07,4.365E+15,3.631E-05,2.138E-06,2.951E-08,1.120E-12,1.622E-07,9.550E-07,3.162E+16
1.445E-07,3.981E+14,1.380E-06,3.802E-07,1.175E-08,2.025E-13,3.981E-05,7.762E-06,3.467E+15
3.090E-07,2.570E+14,3.802E-04,5.012E-07,3.236E-07,4.260E-13,1.000E-07,3.890E-05,2.884E+15
7.586E-06,5.370E+17,3.890E-04,1.778E-10,8.318E-08,4.306E-14,1.820E-07,3.631E-04,2.188E+16
2.630E-06,6.607E+15,3.311E-04,4.571E-08,8.710E-09,2.811E-14,3.311E-05,1.175E-07,2.455E+14
4.365E-05,1.318E+15,1.738E-06,6.310E-09,2.570E-06,1.331E-12,3.890E-06,1.660E-06,1.698E+16
1.660E-07,5.495E+15,4.898E-05,1.479E-10,8.913E-09,4.680E-15,1.023E-06,4.677E-05,1.288E+17
5.248E-08,2.089E+16,3.311E-06,3.020E-08,2.570E-06,1.343E-12,2.570E-08,1.862E-08,4.898E+14
1.000E-08,1.023E+15,6.607E-04,1.148E-08,1.259E-07,7.096E-14,5.012E-07,3.981E-05,2.239E+16
5.248E-07,5.129E+16,1.622E-05,4.365E-06,7.943E-07,2.665E-12,2.138E-05,2.188E-06,5.495E+15
3.311E-08,8.511E+17,1.778E-05,8.710E-08,4.571E-10,4.523E-14,1.023E-07,6.166E-07,8.511E+14
1.585E-08,3.548E+17,6.166E-06,8.128E-06,1.950E-07,4.299E-12,2.239E-06,4.074E-06,1.072E+16
2.042E-06,7.943E+17,2.951E-07,6.918E-09,7.079E-09,7.230E-15,4.074E-05,2.512E-04,2.818E+15
6.026E-07,1.698E+15,3.467E-07,1.660E-10,4.677E-09,2.502E-15,1.230E-06,3.802E-06,2.188E+15
3.467E-05,2.399E+17,2.344E-07,2.089E-09,1.995E-08,1.139E-14,9.120E-04,2.754E-06,1.413E+14
8.128E-08,3.162E+15,2.291E-06,1.318E-09,4.677E-10,9.225E-16,4.677E-04,4.571E-05,1.950E+17
1.000E-05,1.820E+17,7.079E-07,2.692E-07,9.333E-07,6.211E-13,9.120E-08,3.715E-06,6.761E+16
7.244E-04,1.047E+17,4.898E-04,2.512E-10,1.738E-08,9.106E-15,6.457E-04,4.571E-06,4.786E+15
4.467E-06,1.738E+14,2.344E-06,2.089E-08,2.692E-09,1.218E-14,7.413E-04,2.455E-05,7.413E+16
1.288E-06,5.754E+15,2.399E-08,9.772E-06,2.951E-10,5.048E-12,6.166E-04,1.660E-06,7.762E+17
7.244E-04,1.072E+16,2.188E-08,2.399E-06,8.710E-09,1.244E-12,1.148E-04,4.786E-07,3.467E+16
1.096E-06,6.761E+16,2.239E-05,2.818E-10,1.905E-08,9.988E-15,3.020E-08,1.259E-07,9.550E+16
1.585E-07,3.631E+15,2.138E-08,2.239E-09,6.607E-09,4.569E-15,5.754E-04,5.370E-08,1.622E+17
1.318E-07,4.365E+15,1.000E-04,3.311E-10,1.738E-08,9.148E-15,1.585E-08,2.291E-05,5.370E+15
4.898E-07,7.586E+14,1.862E-07,7.079E-08,5.495E-06,2.875E-12,3.802E-08,1.445E-06,1.445E+17
4.677E-05,9.550E+17,1.122E-05,1.380E-10,6.761E-07,3.493E-13,1.549E-05,1.738E-04,5.754E+14
1.622E-07,1.413E+14,5.495E-07,4.365E-10,5.754E-09,3.198E-15,1.549E-04,4.169E-04,3.548E+14
1.288E-04,3.236E+16,3.162E-06,1.122E-10,6.918E-06,3.574E-12,1.047E-08,4.266E-06,1.000E+17
6.310E-05,7.762E+14,3.981E-07,3.311E-10,3.548E-10,3.543E-16,8.511E-04,3.548E-08,6.166E+16
